# OpenSignals Text File Format. Version 1
# {"98:D3:71:FD:62:1E": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FD:62:1E0", "device connection": "BTH98:D3:71:FD:62:1E", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-19", "time": "12:6:15.176", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	669	
1	0	0	0	0	665	
2	0	0	0	0	662	
3	0	0	0	0	657	
4	0	0	0	0	651	
5	0	0	0	0	646	
6	0	0	0	0	642	
7	0	0	0	0	639	
8	0	0	0	0	636	
9	0	0	0	0	632	
10	0	0	0	0	629	
11	0	0	0	0	626	
12	0	0	0	0	620	
13	0	0	0	0	613	
14	0	0	0	0	606	
15	0	0	0	0	601	
0	0	0	0	0	596	
1	0	0	0	0	590	
2	0	0	0	0	585	
3	0	0	0	0	579	
4	0	0	0	0	574	
5	0	0	0	0	567	
6	0	0	0	0	560	
7	0	0	0	0	555	
8	0	0	0	0	551	
9	0	0	0	0	548	
10	0	0	0	0	547	
11	0	0	0	0	546	
12	0	0	0	0	545	
13	0	0	0	0	541	
14	0	0	0	0	540	
15	0	0	0	0	540	
0	0	0	0	0	537	
1	0	0	0	0	536	
2	0	0	0	0	537	
3	0	0	0	0	536	
4	0	0	0	0	535	
5	0	0	0	0	534	
6	0	0	0	0	532	
7	0	0	0	0	531	
8	0	0	0	0	529	
9	0	0	0	0	528	
10	0	0	0	0	529	
11	0	0	0	0	529	
12	0	0	0	0	527	
13	0	0	0	0	527	
14	0	0	0	0	527	
15	0	0	0	0	528	
0	0	0	0	0	527	
1	0	0	0	0	525	
2	0	0	0	0	525	
3	0	0	0	0	523	
4	0	0	0	0	520	
5	0	0	0	0	521	
6	0	0	0	0	521	
7	0	0	0	0	520	
8	0	0	0	0	519	
9	0	0	0	0	518	
10	0	0	0	0	518	
11	0	0	0	0	517	
12	0	0	0	0	518	
13	0	0	0	0	518	
14	0	0	0	0	515	
15	0	0	0	0	514	
0	0	0	0	0	512	
1	0	0	0	0	512	
2	0	0	0	0	512	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	511	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	510	
9	0	0	0	0	511	
10	0	0	0	0	511	
11	0	0	0	0	511	
12	0	0	0	0	513	
13	0	0	0	0	513	
14	0	0	0	0	514	
15	0	0	0	0	516	
0	0	0	0	0	516	
1	0	0	0	0	515	
2	0	0	0	0	515	
3	0	0	0	0	514	
4	0	0	0	0	512	
5	0	0	0	0	511	
6	0	0	0	0	510	
7	0	0	0	0	507	
8	0	0	0	0	504	
9	0	0	0	0	502	
10	0	0	0	0	502	
11	0	0	0	0	501	
12	0	0	0	0	501	
13	0	0	0	0	500	
14	0	0	0	0	499	
15	0	0	0	0	499	
0	0	0	0	0	499	
1	0	0	0	0	499	
2	0	0	0	0	500	
3	0	0	0	0	500	
4	0	0	0	0	502	
5	0	0	0	0	502	
6	0	0	0	0	500	
7	0	0	0	0	499	
8	0	0	0	0	499	
9	0	0	0	0	498	
10	0	0	0	0	497	
11	0	0	0	0	496	
12	0	0	0	0	496	
13	0	0	0	0	495	
14	0	0	0	0	495	
15	0	0	0	0	495	
0	0	0	0	0	495	
1	0	0	0	0	494	
2	0	0	0	0	494	
3	0	0	0	0	494	
4	0	0	0	0	494	
5	0	0	0	0	493	
6	0	0	0	0	493	
7	0	0	0	0	493	
8	0	0	0	0	493	
9	0	0	0	0	492	
10	0	0	0	0	491	
11	0	0	0	0	491	
12	0	0	0	0	491	
13	0	0	0	0	492	
14	0	0	0	0	493	
15	0	0	0	0	492	
0	0	0	0	0	491	
1	0	0	0	0	489	
2	0	0	0	0	489	
3	0	0	0	0	489	
4	0	0	0	0	487	
5	0	0	0	0	486	
6	0	0	0	0	485	
7	0	0	0	0	486	
8	0	0	0	0	486	
9	0	0	0	0	486	
10	0	0	0	0	485	
11	0	0	0	0	483	
12	0	0	0	0	483	
13	0	0	0	0	481	
14	0	0	0	0	481	
15	0	0	0	0	481	
0	0	0	0	0	480	
1	0	0	0	0	481	
2	0	0	0	0	479	
3	0	0	0	0	477	
4	0	0	0	0	476	
5	0	0	0	0	474	
6	0	0	0	0	474	
7	0	0	0	0	474	
8	0	0	0	0	473	
9	0	0	0	0	473	
10	0	0	0	0	472	
11	0	0	0	0	471	
12	0	0	0	0	471	
13	0	0	0	0	471	
14	0	0	0	0	471	
15	0	0	0	0	471	
0	0	0	0	0	472	
1	0	0	0	0	473	
2	0	0	0	0	472	
3	0	0	0	0	471	
4	0	0	0	0	470	
5	0	0	0	0	469	
6	0	0	0	0	469	
7	0	0	0	0	468	
8	0	0	0	0	469	
9	0	0	0	0	469	
10	0	0	0	0	470	
11	0	0	0	0	469	
12	0	0	0	0	469	
13	0	0	0	0	472	
14	0	0	0	0	472	
15	0	0	0	0	472	
0	0	0	0	0	472	
1	0	0	0	0	472	
2	0	0	0	0	472	
3	0	0	0	0	472	
4	0	0	0	0	473	
5	0	0	0	0	474	
6	0	0	0	0	475	
7	0	0	0	0	475	
8	0	0	0	0	476	
9	0	0	0	0	477	
10	0	0	0	0	477	
11	0	0	0	0	477	
12	0	0	0	0	477	
13	0	0	0	0	477	
14	0	0	0	0	478	
15	0	0	0	0	478	
0	0	0	0	0	478	
1	0	0	0	0	478	
2	0	0	0	0	479	
3	0	0	0	0	480	
4	0	0	0	0	481	
5	0	0	0	0	481	
6	0	0	0	0	482	
7	0	0	0	0	481	
8	0	0	0	0	482	
9	0	0	0	0	483	
10	0	0	0	0	483	
11	0	0	0	0	485	
12	0	0	0	0	486	
13	0	0	0	0	487	
14	0	0	0	0	488	
15	0	0	0	0	490	
0	0	0	0	0	491	
1	0	0	0	0	491	
2	0	0	0	0	492	
3	0	0	0	0	495	
4	0	0	0	0	495	
5	0	0	0	0	495	
6	0	0	0	0	497	
7	0	0	0	0	498	
8	0	0	0	0	498	
9	0	0	0	0	498	
10	0	0	0	0	497	
11	0	0	0	0	497	
12	0	0	0	0	499	
13	0	0	0	0	499	
14	0	0	0	0	501	
15	0	0	0	0	502	
0	0	0	0	0	503	
1	0	0	0	0	504	
2	0	0	0	0	505	
3	0	0	0	0	507	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	510	
7	0	0	0	0	511	
8	0	0	0	0	512	
9	0	0	0	0	512	
10	0	0	0	0	512	
11	0	0	0	0	514	
12	0	0	0	0	514	
13	0	0	0	0	515	
14	0	0	0	0	516	
15	0	0	0	0	516	
0	0	0	0	0	516	
1	0	0	0	0	515	
2	0	0	0	0	516	
3	0	0	0	0	516	
4	0	0	0	0	517	
5	0	0	0	0	518	
6	0	0	0	0	520	
7	0	0	0	0	519	
8	0	0	0	0	518	
9	0	0	0	0	517	
10	0	0	0	0	516	
11	0	0	0	0	515	
12	0	0	0	0	514	
13	0	0	0	0	515	
14	0	0	0	0	515	
15	0	0	0	0	515	
0	0	0	0	0	516	
1	0	0	0	0	516	
2	0	0	0	0	517	
3	0	0	0	0	516	
4	0	0	0	0	516	
5	0	0	0	0	515	
6	0	0	0	0	515	
7	0	0	0	0	512	
8	0	0	0	0	512	
9	0	0	0	0	514	
10	0	0	0	0	513	
11	0	0	0	0	513	
12	0	0	0	0	515	
13	0	0	0	0	515	
14	0	0	0	0	516	
15	0	0	0	0	517	
0	0	0	0	0	516	
1	0	0	0	0	516	
2	0	0	0	0	516	
3	0	0	0	0	517	
4	0	0	0	0	517	
5	0	0	0	0	518	
6	0	0	0	0	518	
